customer_id,age,state,account_type,tenure_months,monthly_transactions,avg_transaction_value_ngn,account_balance_ngn,loan_taken,savings_plan_active,customer_support_calls,app_logins_per_month,referrals_made,churned
NG00332,21,Enugu,Basic,5,9,2592.6,65043.99,0,0,8,27,2,1
NG00333,23,Enugu,Premium,5,35,783.55,43986.74,1,0,1,29,4,0
NG00334,49,Lagos,Premium,47,21,17437.55,64654.06,0,1,6,36,0,0
NG00335,47,Kano,Basic,23,9,7861.46,1787.24,1,0,6,66,0,0
NG00336,52,Rivers,Basic,9,28,4597.13,81663.27,0,0,3,42,2,0
NG00337,33,Oyo,Premium,35,46,28141.01,43485.21,0,1,8,78,1,0
NG00338,30,Kaduna,Premium,20,51,1981.47,37292.72,0,1,7,84,4,0
NG00339,47,Oyo,Basic,42,7,37960.67,44091.03,0,0,0,51,2,0
NG00340,36,Enugu,Premium,35,16,5021.95,89923.1,0,1,1,55,2,0
NG00341,34,Lagos,Basic,18,16,26814.41,39786.93,1,1,1,75,1,0
NG00342,36,Kaduna,Business,17,33,11584.1,39139.47,1,1,7,67,4,0
NG00343,45,Kaduna,Basic,24,4,21533.28,210397.6,0,0,0,8,2,0
NG00344,43,Oyo,Business,3,4,50131.88,63611.28,0,1,3,22,1,0
NG00345,54,Kano,Premium,32,39,4582.96,26276.53,1,0,9,62,4,0
NG00346,43,Lagos,Basic,35,40,39472.08,55302.23,0,1,4,60,3,0
NG00347,40,Kano,Basic,38,17,6421.37,22186.6,0,1,8,39,0,0
NG00348,26,Lagos,Premium,13,37,6343.59,11695.74,0,0,6,43,1,0
NG00349,29,Oyo,Business,47,39,5493.23,40880.31,1,1,7,85,0,0
NG00350,18,Lagos,Basic,25,52,9855.12,118512.97,1,0,8,23,3,0
NG00351,18,Abuja,Basic,9,29,2508.89,119116.91,0,1,6,50,2,0
NG00352,51,Kaduna,Premium,4,52,10181.48,18828.29,1,0,4,57,2,0
NG00353,49,Rivers,Premium,14,36,9862.9,33754.19,1,0,4,89,4,0
NG00354,42,Oyo,Basic,37,38,17720.87,10700.79,0,0,9,32,1,1
NG00355,18,Delta,Premium,34,39,22023.93,244496.08,0,1,5,15,1,0
NG00356,33,Rivers,Premium,11,50,7467.28,178629.36,0,0,4,21,4,0
NG00357,22,Oyo,Basic,41,37,4820.16,47178.9,1,0,8,56,0,0
NG00358,39,Rivers,Basic,3,52,4102.48,73428.99,0,0,2,61,2,0
NG00359,46,Abuja,Basic,28,35,3097.35,56502.79,1,1,2,81,2,0
NG00360,20,Rivers,Premium,29,7,1212.51,40469.89,0,1,6,70,1,0
NG00361,29,Lagos,Premium,9,27,5530.78,2467.07,1,0,6,89,1,0
NG00362,43,Enugu,Premium,3,28,4280.6,27294.17,0,0,5,71,4,0
NG00363,33,Rivers,Basic,25,22,41224.96,50547.28,0,0,2,69,3,0
NG00364,54,Oyo,Basic,34,14,10289.44,50928.76,1,0,6,29,0,0
NG00365,39,Delta,Premium,12,7,5619.23,21015.19,1,0,4,22,3,1
NG00366,46,Delta,Basic,42,37,10923.37,127890.71,1,1,6,31,3,0
NG00367,31,Enugu,Premium,9,22,2298.67,8241.77,0,0,1,85,1,0
NG00368,45,Kano,Premium,15,5,7544.79,31223.98,1,0,5,56,1,0
NG00369,22,Enugu,Basic,40,55,12309.51,52831.74,0,0,7,8,1,0
NG00370,47,Kaduna,Basic,25,2,8554.23,53751.19,0,1,0,30,3,0
NG00371,22,Rivers,Basic,5,27,6665.54,47067.34,0,1,3,70,0,0
NG00372,29,Delta,Basic,11,21,61592.5,14489.16,0,1,0,8,1,0
NG00373,33,Enugu,Premium,34,54,25974.68,7643.14,0,0,0,12,2,0
NG00374,43,Rivers,Basic,24,38,12219.05,45469.69,1,0,9,57,0,0
NG00375,43,Kaduna,Basic,15,15,10610.28,41154.64,0,0,7,2,2,1
NG00376,38,Delta,Premium,38,21,12131.88,8894.97,1,0,6,34,0,0
NG00377,53,Kaduna,Basic,8,10,3197.42,54956.33,0,1,9,20,1,1
NG00378,50,Rivers,Premium,5,23,6533.05,27327.83,0,1,0,63,4,0
NG00379,47,Oyo,Basic,26,58,983.11,49585.48,0,1,1,51,1,0
NG00380,54,Rivers,Basic,18,56,8244.77,81731.68,1,1,3,33,3,0
NG00381,40,Enugu,Basic,6,39,9897.51,8370.11,1,0,0,34,3,0
NG00382,27,Kaduna,Basic,37,5,3601.36,869.87,1,1,2,14,0,0
NG00383,22,Oyo,Premium,13,1,40400.46,67952.56,1,0,7,5,3,1
NG00384,53,Oyo,Premium,28,13,29322.85,42337.49,0,0,7,84,1,0
NG00385,51,Kano,Basic,5,21,15867.79,54124.74,0,1,7,31,2,0
NG00386,48,Delta,Basic,13,26,9647.05,81950.22,1,0,5,51,1,0
NG00387,27,Lagos,Basic,17,50,24979.8,73061.65,0,0,5,82,0,0
NG00388,36,Oyo,Basic,40,45,2180.15,145896.67,0,0,4,27,3,0
NG00389,49,Kaduna,Basic,45,21,19256.94,34547.89,0,1,8,84,2,0
NG00390,18,Delta,Premium,32,53,2099.92,30167.96,0,1,3,63,4,0
NG00391,22,Abuja,Premium,29,18,19470.83,23128.92,0,0,9,78,2,1
NG00392,21,Rivers,Basic,3,37,4371.71,7509.19,0,1,6,77,2,0
NG00393,33,Enugu,Premium,40,45,25655.69,38252.33,0,0,0,18,1,0
NG00394,41,Kaduna,Business,34,32,35097.87,14596.35,0,0,8,14,4,0
NG00395,33,Abuja,Basic,40,36,2433.24,114399.34,0,1,6,5,0,0
NG00396,19,Kaduna,Premium,27,17,7953.84,39380.7,0,1,9,72,0,1
NG00397,45,Rivers,Premium,13,35,48051.83,40434.73,1,1,8,83,2,0
NG00398,49,Kano,Basic,45,49,8426.01,19727.47,0,0,6,37,2,0
NG00399,44,Kaduna,Business,33,11,24401.35,2402.53,0,1,1,25,3,0
NG00400,37,Oyo,Basic,6,21,11162.11,1451.63,1,1,5,81,4,0
NG00401,41,Lagos,Basic,24,52,6146.38,24772.23,0,1,9,50,2,0
NG00402,29,Oyo,Premium,19,55,4538.83,3976.03,0,0,3,72,3,0
NG00403,52,Rivers,Basic,16,53,3226.17,42010.03,1,1,2,52,4,0
NG00404,50,Kaduna,Basic,40,26,17715.64,95778.22,0,1,1,55,0,0
NG00405,50,Lagos,Basic,28,4,6363.69,96518.41,1,0,5,58,3,0
NG00406,54,Oyo,Premium,33,34,9091.48,48420.27,1,0,7,69,4,0
NG00407,29,Lagos,Premium,41,52,8634.98,10677.73,1,0,5,77,3,0
NG00408,20,Enugu,Premium,13,48,10832.52,89448.81,0,1,8,57,2,0
NG00409,18,Rivers,Business,43,18,24581.18,97756.95,0,1,4,87,1,0
NG00410,50,Kano,Basic,45,40,47896.29,9853.62,0,1,1,12,0,0
NG00411,27,Kano,Basic,25,35,6782.56,60175.02,0,1,7,42,2,0
NG00412,46,Kaduna,Premium,42,41,21589.61,15192.01,0,1,8,75,2,0
NG00413,30,Oyo,Premium,36,29,17853.95,73022.73,0,0,9,50,4,0
NG00414,29,Abuja,Basic,27,52,10726.53,265129.38,0,0,3,18,3,0
NG00415,48,Rivers,Basic,38,29,37995.65,1371.87,0,0,5,20,0,0
NG00416,19,Oyo,Premium,7,38,3184.84,102446.31,0,0,9,82,2,1
NG00417,52,Oyo,Business,5,42,1888.49,43853.87,0,0,7,23,4,1
NG00418,40,Kano,Premium,43,21,23586.66,163178.59,1,1,8,25,0,0
NG00419,34,Kaduna,Basic,45,42,7439.62,28147.78,0,0,4,44,3,0
NG00420,43,Lagos,Business,31,13,23025.37,84593.52,0,0,5,27,2,0
NG00421,25,Rivers,Business,23,49,27329.24,2899.15,1,0,3,81,2,0
NG00422,46,Enugu,Premium,42,41,1273.92,18377.46,0,0,4,28,2,0
NG00423,43,Lagos,Premium,10,17,26294.74,3121.55,0,1,6,16,0,1
NG00424,27,Delta,Premium,32,56,7637.42,166621.49,0,1,8,67,0,0
NG00425,43,Delta,Business,43,9,9070.79,76415.69,1,1,9,43,0,0
NG00426,51,Rivers,Premium,30,41,12321.02,86141.19,0,0,5,60,0,0
NG00427,24,Kaduna,Premium,39,1,31806.49,125102.71,0,1,5,67,4,0
NG00428,21,Abuja,Premium,31,2,731.61,4002.49,0,1,7,73,1,0
NG00429,28,Delta,Basic,18,48,8274.49,21919.73,1,1,3,24,4,0
NG00430,46,Kano,Premium,36,29,14466.34,3315.78,0,0,2,66,2,0
NG00431,53,Abuja,Premium,2,33,15892.17,10652.7,0,1,6,1,4,0
NG00432,42,Oyo,Business,14,10,14652.63,11724.36,1,1,4,88,3,0
NG00433,38,Delta,Basic,13,50,2232.48,28493.78,0,1,1,48,0,0
NG00434,53,Kano,Premium,29,58,4769.74,14073.44,1,1,1,69,3,0
NG00435,27,Oyo,Basic,12,40,5831.39,4790.16,0,0,5,25,3,0
NG00436,54,Abuja,Premium,39,21,20082.49,8249.01,1,1,7,71,2,0
NG00437,26,Rivers,Premium,2,28,4421.4,7169.35,0,0,0,26,0,0
NG00438,41,Oyo,Basic,32,11,3339.38,162664.51,1,1,5,88,3,0
NG00439,52,Lagos,Premium,13,55,38384.35,64087.78,1,0,1,17,2,0
NG00440,52,Rivers,Basic,46,34,606.83,154556.68,0,0,1,53,0,0
NG00441,53,Rivers,Basic,27,8,74045.88,26070.98,0,0,6,0,1,1
NG00442,35,Abuja,Premium,41,59,14054.6,14680.83,0,1,9,60,2,0
NG00443,49,Abuja,Basic,17,22,21655.92,72042.3,0,0,0,2,4,0
NG00444,41,Kano,Basic,40,8,4688.21,17770.59,0,1,5,67,0,0
NG00445,40,Kano,Basic,31,49,673.02,16010.75,0,1,6,40,3,0
NG00446,49,Lagos,Basic,34,15,16566.95,11908.11,0,0,7,36,3,0
NG00447,54,Rivers,Premium,24,17,22059.67,6250.19,0,0,6,50,4,0
NG00448,29,Enugu,Basic,45,23,16686.88,13335.16,0,0,5,14,4,0
NG00449,30,Kaduna,Business,35,24,2349.71,19755.04,1,1,8,7,3,1
NG00450,40,Lagos,Basic,6,45,17301.21,50437.81,0,1,2,37,0,0
NG00451,42,Lagos,Basic,19,19,18080.04,2907.35,0,0,5,82,2,0
NG00452,52,Kaduna,Basic,30,5,13394.31,10636.39,0,0,3,55,4,0
NG00453,47,Kaduna,Premium,7,32,17935.16,74502.25,0,1,1,46,4,0
NG00454,34,Kaduna,Premium,10,44,22943.51,7150.69,0,1,0,89,4,0
NG00455,37,Abuja,Business,41,1,11910.71,18878.91,0,1,0,9,1,0
NG00456,42,Lagos,Premium,32,23,1613.34,89998.07,0,1,9,77,0,0
NG00457,39,Lagos,Basic,34,37,8524.45,7574.86,1,0,2,48,0,0
NG00458,30,Oyo,Premium,28,8,1469.96,3886.24,0,0,3,40,0,0
NG00459,36,Kaduna,Business,15,13,6781.72,29821.13,1,0,1,82,0,0
NG00460,53,Kaduna,Basic,30,8,6772.89,16206.18,1,0,0,29,0,0
NG00461,29,Kano,Basic,37,57,1319.47,37294.06,1,0,3,4,3,0
NG00462,36,Kano,Premium,29,23,5647.64,73289.05,1,0,6,70,4,0
NG00463,29,Rivers,Basic,22,43,1911.87,6638.07,0,0,9,82,3,1
NG00464,26,Kano,Business,4,1,20317.83,39112.49,0,1,5,30,1,0
NG00465,24,Delta,Basic,20,45,35906.36,31690.16,1,1,5,51,2,0
NG00466,45,Rivers,Basic,32,51,1400.78,7000.96,0,1,8,87,4,0
NG00467,31,Enugu,Business,36,24,37743.87,44017.29,0,1,1,22,1,0
NG00468,48,Kaduna,Premium,4,35,9372.22,14386.95,1,0,3,47,3,0
NG00469,36,Oyo,Basic,27,24,4772.66,30109.82,1,1,4,39,2,0
NG00470,33,Kano,Business,17,17,1459.72,3863.46,1,0,0,5,1,0
NG00471,22,Oyo,Basic,12,5,8832.76,27693.73,1,1,7,37,2,0
NG00472,52,Kano,Basic,22,20,19488.62,16467.81,1,0,7,40,1,0
NG00473,29,Kano,Business,17,21,15234.53,77765.2,0,1,5,26,3,0
NG00474,42,Oyo,Premium,10,40,1118.37,2639.99,1,0,4,74,2,0
NG00475,38,Lagos,Basic,1,58,1408.35,24404.8,0,0,7,68,1,1
NG00476,53,Lagos,Basic,22,31,6687.51,27597.85,0,1,2,56,3,0
NG00477,40,Lagos,Premium,26,46,4699.64,58095.28,1,0,2,16,4,0
NG00478,33,Delta,Basic,18,36,3673.59,38429.6,0,1,1,70,3,0
NG00479,31,Lagos,Premium,14,11,4458.8,49511.28,0,1,4,46,3,0
NG00480,48,Kano,Premium,47,52,20024.06,67536.2,0,1,2,78,4,0
NG00481,22,Kaduna,Basic,29,15,32279.51,89188.81,1,1,2,12,3,0
NG00482,52,Abuja,Premium,12,19,6732.4,16951.33,0,1,5,10,4,0
NG00483,40,Oyo,Business,36,7,28887.7,34750.78,1,0,7,89,4,0
NG00484,46,Kaduna,Basic,35,51,5154.37,82496.57,0,1,1,85,4,0
NG00485,28,Abuja,Basic,12,28,8265.17,204828.15,1,1,3,23,1,0
NG00486,35,Kaduna,Basic,7,51,3574.65,99131.15,1,1,6,72,2,0
NG00487,29,Delta,Premium,29,43,12775.69,20896.52,0,0,0,3,1,0
NG00488,26,Abuja,Business,11,58,46848.01,9770.39,0,1,0,45,4,0
NG00489,27,Enugu,Basic,33,5,11600.74,30246.94,0,1,9,17,2,0
NG00490,34,Rivers,Basic,6,5,5814.53,60903.31,1,1,6,42,2,0
NG00491,24,Lagos,Basic,47,30,13023.27,30527.76,1,0,6,79,4,0
NG00492,30,Enugu,Premium,15,54,2073.89,29702.8,1,0,0,32,2,0
NG00493,26,Delta,Basic,32,32,26841.9,81971.2,0,0,0,9,2,0
NG00494,44,Kaduna,Premium,11,8,8892.01,20181.73,1,1,3,72,1,0
NG00495,19,Kano,Basic,23,10,7659.86,88409.13,1,1,4,58,2,0
NG00496,22,Lagos,Premium,26,38,11078.75,23500.43,1,0,4,30,4,0
NG00497,46,Enugu,Premium,34,47,12263.04,17902.97,1,0,3,27,0,0
NG00498,54,Lagos,Premium,46,32,1393.78,27230.3,0,0,7,59,0,0
NG00499,36,Abuja,Basic,34,48,14271.76,64681.4,0,0,6,2,0,0
NG00500,25,Rivers,Premium,29,28,3823.78,6060.48,1,1,8,54,4,0
NG00501,18,Lagos,Basic,4,17,15519.17,9840.49,1,1,6,13,0,1
NG00502,39,Kaduna,Basic,17,31,21247.77,136127.45,0,0,9,57,1,0
NG00503,34,Kaduna,Premium,35,8,20053.15,8683.56,0,1,0,88,4,0
NG00504,24,Oyo,Premium,13,40,10148.97,37741.44,0,0,6,14,4,1
NG00505,42,Oyo,Basic,41,25,9311.88,38964.14,0,1,0,1,4,0
NG00506,21,Lagos,Basic,39,9,2350.07,30267.38,0,0,6,23,2,0
NG00507,53,Abuja,Premium,15,2,18418.33,46571.41,1,0,9,77,2,1
NG00508,23,Abuja,Premium,29,15,4299.72,11751.29,1,0,7,63,2,0
NG00509,48,Kano,Basic,29,50,8738.72,36199.86,0,1,8,70,3,0
NG00510,36,Delta,Premium,11,3,4513.5,20947.1,0,1,2,23,1,0
NG00511,44,Delta,Basic,32,49,2224.07,48767.64,0,1,3,26,4,0
NG00512,27,Enugu,Premium,2,36,12416.69,6851.1,0,0,3,36,4,0
NG00513,43,Delta,Business,47,4,1170.37,38070.57,1,0,8,38,2,0
NG00514,36,Rivers,Basic,14,14,17070.68,9220.45,1,0,6,62,4,0
NG00515,20,Abuja,Premium,20,41,5085.44,14697.95,0,1,2,78,4,0
NG00516,30,Kano,Basic,22,41,501.62,11106.39,1,0,9,25,0,1
NG00517,45,Oyo,Premium,11,25,9087.88,9086.29,1,1,4,64,4,0
NG00518,37,Kaduna,Premium,27,58,1075.82,78616.81,1,1,6,3,3,0
NG00519,45,Delta,Business,3,55,4378.38,15140.83,0,1,7,28,2,0
NG00520,25,Oyo,Basic,17,50,15230.03,117854.68,1,0,0,0,1,0
NG00521,18,Oyo,Basic,44,10,1276.89,157685.03,0,0,1,49,1,0
NG00522,20,Lagos,Basic,28,21,22441.47,38110.76,0,0,6,85,0,0
NG00523,30,Rivers,Business,29,36,545.93,6944.34,0,1,1,10,1,0
NG00524,45,Kano,Premium,21,12,3901.47,21117.65,0,1,6,73,1,0
NG00525,42,Rivers,Premium,47,27,16706.68,71917.34,0,0,8,58,2,0
NG00526,50,Lagos,Basic,16,40,5062.31,20605.6,0,0,1,61,2,0
NG00527,23,Kano,Business,37,2,1789.58,4096.72,0,1,6,80,3,0
NG00528,49,Kano,Premium,20,54,5859.83,36616.5,1,1,3,35,0,0
NG00529,38,Abuja,Premium,6,13,4283.0,83929.96,1,0,1,55,1,0
NG00530,33,Rivers,Basic,19,53,22696.11,71517.35,0,1,6,89,3,0
NG00531,38,Rivers,Basic,5,32,5011.13,8663.45,1,0,4,20,0,0
NG00532,28,Abuja,Premium,3,31,19166.93,50268.4,1,0,0,12,1,0
NG00533,54,Enugu,Premium,1,16,27193.29,11209.86,1,1,4,8,1,1
NG00534,53,Oyo,Basic,38,32,7326.06,11077.47,0,1,2,10,2,0
NG00535,52,Lagos,Premium,15,32,29387.77,93241.94,1,1,6,74,4,0
NG00536,36,Rivers,Basic,34,34,6184.63,12925.83,1,0,5,69,0,0
NG00537,37,Abuja,Premium,35,11,40417.0,13747.64,1,1,7,0,1,0
NG00538,35,Kaduna,Premium,25,10,1622.36,29.41,0,0,4,69,0,0
NG00539,31,Enugu,Basic,24,15,14439.36,92042.12,0,0,1,76,3,0
NG00540,32,Kano,Premium,12,17,8670.21,70788.64,1,1,8,85,3,0
NG00541,48,Delta,Basic,18,40,6385.39,44417.66,0,0,7,55,4,1
NG00542,18,Kaduna,Basic,15,18,12519.3,62431.11,0,1,5,30,1,1
NG00543,20,Abuja,Premium,44,55,15102.96,7421.94,0,1,9,85,2,0
NG00544,33,Delta,Basic,16,9,552.47,27588.89,1,0,6,36,1,0
NG00545,40,Oyo,Basic,27,25,2691.98,19469.73,1,0,8,46,0,1
NG00546,28,Lagos,Basic,8,40,15481.2,4431.12,0,0,6,77,3,0
NG00547,29,Delta,Basic,46,59,13673.23,29960.37,1,0,2,46,0,0
NG00548,27,Enugu,Basic,25,14,41093.52,114075.78,0,1,5,68,4,0
NG00549,49,Oyo,Basic,17,58,17677.4,1839.76,1,1,6,57,3,0
NG00550,33,Delta,Premium,29,25,36635.69,15504.75,1,0,1,35,2,0
NG00551,25,Kano,Basic,8,50,15049.73,10467.65,1,0,2,31,3,0
NG00552,29,Kano,Premium,15,22,4746.75,12240.05,1,1,3,63,1,0
NG00553,41,Enugu,Basic,27,52,1836.07,107581.56,0,1,9,70,1,0
NG00554,45,Kano,Basic,46,30,18769.43,28405.87,1,0,5,41,3,0
NG00555,25,Kano,Basic,7,20,12898.93,28256.41,0,0,0,47,4,0
NG00556,45,Abuja,Business,3,21,1092.63,64328.3,1,1,8,73,1,0
NG00557,53,Kano,Premium,29,44,5856.39,7551.81,1,0,4,80,1,0
NG00558,43,Kaduna,Premium,44,32,38202.93,30059.86,1,0,6,29,2,0
NG00559,25,Kano,Basic,24,51,8827.4,25294.18,0,1,8,20,3,0
NG00560,45,Kaduna,Premium,3,46,7303.02,40886.87,1,1,8,59,1,0
NG00561,45,Abuja,Basic,20,49,7843.22,347558.83,0,1,0,12,4,0
NG00562,54,Kano,Basic,46,56,3311.71,66027.72,0,1,0,0,0,0
NG00563,53,Enugu,Premium,15,21,6019.83,22827.36,1,1,2,64,3,0
NG00564,44,Oyo,Basic,25,35,6040.87,79094.95,0,0,5,32,2,0
NG00565,34,Enugu,Business,30,58,1145.3,8423.25,1,0,1,37,1,0
NG00566,26,Oyo,Basic,14,32,18009.87,1392.18,0,0,9,24,4,1
NG00567,50,Rivers,Business,7,30,6964.62,10292.38,0,0,0,25,3,0
NG00568,37,Oyo,Premium,17,55,21223.79,18726.26,1,1,0,76,4,0
NG00569,30,Lagos,Premium,44,39,23293.31,32154.11,0,1,4,58,4,0
NG00570,45,Lagos,Basic,20,49,3359.0,42968.13,0,1,3,32,2,0
NG00571,46,Lagos,Basic,36,12,13352.67,108661.43,1,1,0,40,3,0
NG00572,30,Abuja,Business,9,41,8170.31,32087.34,0,0,3,29,1,0
NG00573,52,Enugu,Basic,38,47,25958.85,31306.58,1,0,2,56,2,0
NG00574,23,Oyo,Premium,22,18,3416.19,2319.71,0,1,1,48,1,0
NG00575,35,Enugu,Business,2,21,14091.49,1599.1,1,1,8,47,0,0
NG00576,22,Kaduna,Basic,24,13,11730.34,36048.99,1,1,0,71,4,0
NG00577,42,Lagos,Premium,8,21,4699.82,25945.71,1,1,6,48,0,0
NG00578,19,Rivers,Premium,11,8,2262.54,82236.24,0,1,3,46,4,0
NG00579,27,Abuja,Basic,13,46,13154.22,7882.32,1,1,4,55,2,0
NG00580,47,Rivers,Basic,17,40,16600.33,1137.99,1,0,9,64,1,0
NG00581,22,Oyo,Basic,8,46,5051.03,26824.09,1,1,4,11,1,0
NG00582,50,Kano,Basic,21,7,12921.99,12200.61,0,1,0,68,2,0
NG00583,18,Rivers,Premium,18,23,6532.92,2289.94,1,0,5,87,3,0
NG00584,35,Kano,Basic,30,44,15487.93,58028.6,1,1,8,5,0,0
NG00585,49,Abuja,Business,18,32,3165.96,5324.64,0,0,1,88,0,0
NG00586,28,Rivers,Basic,46,11,27010.78,42178.9,0,1,6,64,1,0
NG00587,38,Rivers,Premium,47,22,4566.18,14848.34,1,0,5,24,1,0
NG00588,43,Delta,Premium,31,22,6002.33,8574.78,0,1,4,0,1,0
NG00589,42,Abuja,Basic,38,43,1218.17,21493.58,1,0,3,31,2,0
NG00590,39,Abuja,Basic,32,25,1918.81,72751.19,1,1,3,2,3,0
NG00591,44,Lagos,Premium,11,22,9204.62,22398.04,1,0,5,48,0,0
NG00592,30,Oyo,Business,45,28,4237.02,62522.0,0,0,3,18,4,0
NG00593,50,Rivers,Basic,25,29,22156.69,6033.93,0,0,4,59,2,0
NG00594,51,Enugu,Basic,33,13,677.63,66680.95,1,1,5,28,0,0
NG00595,52,Rivers,Basic,38,18,6218.91,12168.44,0,0,4,49,3,0
NG00596,18,Kaduna,Basic,41,2,5438.02,50909.44,1,0,6,1,2,0
NG00597,38,Abuja,Premium,8,29,734.2,37539.34,0,1,8,72,0,0
NG00598,23,Enugu,Premium,11,21,2093.72,119120.21,0,1,9,55,2,0
NG00599,45,Abuja,Basic,22,15,6905.91,22046.25,0,1,6,16,0,0
NG00600,34,Oyo,Business,24,52,8647.73,3080.51,0,0,6,59,0,0
NG00601,22,Abuja,Basic,41,27,6716.01,870.36,1,1,3,35,3,0
NG00602,48,Kano,Premium,17,50,9584.24,78914.09,0,0,0,60,4,0
NG00603,22,Kano,Basic,12,31,11350.32,33474.78,0,0,7,16,3,0
NG00604,20,Delta,Basic,46,15,619.68,67173.31,0,1,3,48,0,0
NG00605,40,Kano,Basic,32,51,7985.58,12020.8,0,1,0,75,2,0
NG00606,54,Kano,Basic,15,23,40225.07,19046.16,0,1,4,59,3,0
NG00607,54,Oyo,Premium,16,24,9283.46,1375.48,1,0,7,19,4,1
NG00608,27,Rivers,Premium,22,44,14081.4,146560.4,0,0,3,49,0,0
NG00609,27,Kano,Basic,28,13,4985.22,49600.01,0,0,7,2,3,1
NG00610,36,Enugu,Premium,20,22,18346.19,121775.78,0,1,7,42,3,0
NG00611,34,Delta,Basic,33,43,18289.51,13885.22,1,0,2,56,3,0
NG00612,38,Abuja,Premium,10,37,9340.08,42541.58,0,0,8,49,3,0
NG00613,31,Kano,Basic,40,33,45263.33,51064.09,0,0,2,67,2,0
NG00614,26,Delta,Basic,32,56,2109.92,17192.95,1,1,0,80,4,0
NG00615,18,Oyo,Basic,33,3,705.12,84806.72,0,0,1,49,4,0
NG00616,30,Kaduna,Premium,2,54,18144.37,132323.15,0,1,5,36,0,0
NG00617,21,Kaduna,Premium,33,19,20250.46,97270.38,0,0,9,45,1,0
NG00618,18,Kaduna,Basic,33,23,2036.83,60457.12,1,1,1,41,2,0
NG00619,49,Abuja,Basic,41,29,4204.14,14624.5,0,0,5,14,0,0
NG00620,51,Delta,Basic,13,30,712.5,14883.8,1,1,0,32,0,0
NG00621,45,Kano,Premium,30,39,4665.93,148798.06,1,1,0,79,3,0
NG00622,48,Rivers,Premium,33,44,18301.17,465.2,0,0,4,10,1,0
NG00623,25,Abuja,Basic,13,47,9256.75,56653.07,0,1,9,19,1,1
NG00624,43,Abuja,Basic,26,25,5634.29,55125.59,0,0,8,23,2,1
NG00625,51,Kaduna,Premium,22,37,6077.6,43860.91,1,1,7,63,1,0
NG00626,20,Rivers,Basic,39,47,516.25,207725.15,0,1,2,79,0,0
NG00627,29,Kaduna,Basic,2,8,4776.68,16820.6,0,0,2,64,1,0
NG00628,18,Abuja,Basic,38,42,12977.06,18696.28,0,0,0,87,1,0
NG00629,22,Kano,Basic,39,58,44385.99,3700.33,1,0,2,87,4,0
NG00630,47,Kaduna,Premium,26,16,23032.58,26317.25,0,0,0,72,0,0
NG00631,47,Kaduna,Premium,46,8,786.53,13613.54,1,0,7,85,1,0
NG00632,34,Enugu,Basic,15,1,27959.52,18929.7,0,0,0,75,1,0
NG00633,40,Kaduna,Premium,34,44,18845.27,80964.81,0,0,4,16,3,0
NG00634,32,Abuja,Basic,42,5,18690.07,123338.25,0,1,8,88,1,0
NG00635,54,Kano,Premium,44,3,7849.78,9246.02,0,0,6,60,1,0
NG00636,38,Rivers,Premium,40,1,6590.08,20971.16,0,0,3,14,4,0
NG00637,31,Lagos,Premium,11,4,4830.19,118794.85,0,1,8,50,0,1
NG00638,19,Rivers,Basic,3,40,1315.43,2871.05,1,0,8,26,2,1
NG00639,28,Kano,Basic,6,35,3608.91,4360.86,1,0,1,85,0,0
NG00640,51,Oyo,Basic,9,32,3897.97,7995.67,1,0,9,73,3,1
NG00641,51,Kaduna,Premium,6,42,8441.57,40697.72,0,1,9,60,0,0
NG00642,35,Rivers,Basic,9,34,17013.49,7338.36,0,1,5,57,1,0
NG00643,47,Oyo,Business,39,43,8205.11,154998.41,0,0,3,30,3,0
NG00644,32,Oyo,Business,31,25,1215.02,26634.65,1,1,7,11,0,0
NG00645,44,Kano,Premium,32,10,38481.12,31328.45,1,1,6,45,3,0
NG00646,51,Kano,Business,41,21,34818.55,12745.66,0,1,6,30,2,0
NG00647,50,Enugu,Basic,12,46,18955.99,28651.13,0,1,9,31,0,0
NG00648,41,Kaduna,Basic,8,39,57471.73,48800.43,0,1,8,31,1,1
NG00649,32,Lagos,Basic,8,27,9935.85,62595.63,0,0,4,52,3,0
NG00650,47,Delta,Premium,28,27,39987.15,63084.94,0,0,5,60,4,0
NG00651,34,Abuja,Basic,20,2,1443.39,38812.14,1,0,0,45,3,0
NG00652,22,Rivers,Business,47,41,5962.43,105622.28,1,1,5,84,4,0
NG00653,46,Kano,Basic,7,48,3564.61,76522.51,0,1,1,73,1,0
NG00654,21,Rivers,Basic,11,13,3115.38,63670.13,0,1,5,79,2,0
NG00655,27,Delta,Premium,20,9,2321.08,2574.51,1,1,8,6,4,0
NG00656,34,Delta,Basic,16,52,12187.47,310.58,0,0,7,3,2,1
NG00657,27,Kaduna,Basic,4,36,18741.85,10747.12,0,1,8,51,3,0
NG00658,34,Oyo,Premium,6,22,10861.49,49015.23,0,1,9,88,1,0
NG00659,37,Kaduna,Basic,22,42,2407.42,23834.9,0,1,7,30,4,0
NG00660,41,Abuja,Basic,26,26,20499.96,23167.99,0,1,2,74,3,0
NG00661,22,Lagos,Basic,3,58,12625.72,97165.68,1,1,7,83,0,0
NG00662,51,Rivers,Basic,41,54,6395.53,101662.64,0,0,5,35,3,0
NG00663,23,Abuja,Business,42,12,13955.09,107947.06,0,1,5,53,2,0
NG00664,19,Enugu,Premium,14,17,4111.72,16951.5,1,0,5,53,1,0
